__Recipe,RECIPE NAME:,,Blu fin toro.S
Blu fin toro.S,MENU CATEGORY:,,Sashimis,,1
Blu fin toro.S,RECIPE,,AS PURCHASED,,,INVOICE,,RECIPE,,INDIVIDUAL
Blu fin toro.S,QTY,UNIT,QTY,UNIT,INGREDIENT,COST,UNIT,COST,UNIT,INGREDIENT COST
Blu fin toro.S,2.65,Oz(w),9.41,LB,blu fin toro,3.5625,Oz(w),9.440624999999999,Oz(w),9.440624999999999
Blu fin toro.S,,,,,,,TOTAL INGREDIENT COST,,,9.440624999999999
Blu fin toro.S,,,,,,,15% Q FACTOR,,,0.9440624999999999
Blu fin toro.S,,,,,,,RECIPE COST,,,10.384687499999998
Blu fin toro.S,,,,,,,PORTION COST,,,0.05408691406249999
Blu fin toro.S,PROCEDURE:,,,,,,ADDITIONAL COST,,,0.5
Blu fin toro.S,,,,,,,TOTAL COST,,,10.938774414062499
Blu fin toro.S,,,,,,,DESIRED FOOD COST %,,,0.3
Blu fin toro.S,,,,,,,DESRIRED MENU PRICE,,,36.46258138020833
Blu fin toro.S,,,,,,,CURRENT PRICE
Blu fin toro.S,,,,,,,VARIANCE,,,-36.46258138020833
Blu fin toro.S,,,,,,,ACTUAL FOOD COST,,,-
