__Recipe,RECIPE NAME:,,Hamachi Jalapeño
Hamachi Jalapeño,MENU CATEGORY:,,Cold Entrees,,1
Hamachi Jalapeño,RECIPE,,AS PURCHASED,,,INVOICE,,RECIPE,,INDIVIDUAL
Hamachi Jalapeño,QTY,UNIT,QTY,UNIT,INGREDIENT,COST,UNIT,COST,UNIT,INGREDIENT COST
Hamachi Jalapeño,2.82,Oz(w),11.35,LB,Hamachi,1.1218612334801763,Oz(w),3.163648678414097,Oz(w),3.163648678414097
Hamachi Jalapeño,0.42,Oz(w),56.1,Oz(v),Toni Doki oil,0.5203208556149733,Oz(w),0.21853475935828878,Oz(w),0.21853475935828878
Hamachi Jalapeño,0.007,Oz(w),18,Un,White sesame,0.5583333333333333,Oz(w),0.003908333333333333,Oz(w),0.003908333333333333
Hamachi Jalapeño,0.71,Oz(w),120,Oz(w),Rice paper,0.571,Oz(w),0.40540999999999994,Oz(w),0.40540999999999994
Hamachi Jalapeño,0.035,Oz(w),500,Un,nory seaweed,0.25,Oz(w),0.00875,Oz(w),0.00875
Hamachi Jalapeño,0.07,Oz(w),1,LB,Black Masago,1.5,Oz(w),0.10500000000000001,Oz(w),0.10500000000000001
Hamachi Jalapeño,0.35,Oz(w),Missing purchase quantity of ingredient,Missing purchase unit of ingredient,Jalapeño,Missing unitary cost of ingredient,Oz(w),-,Oz(w),-
Hamachi Jalapeño,,,,,,-
Hamachi Jalapeño,,,,,,-
Hamachi Jalapeño,,,,,,-
Hamachi Jalapeño,,,,,,-
Hamachi Jalapeño,,,,,,-
Hamachi Jalapeño,,,,,,-
Hamachi Jalapeño,,,,,,,TOTAL INGREDIENT COST,,,3.905251771105719
Hamachi Jalapeño,PROCEDURE:,,,,,,15% Q FACTOR,,,0.39052517711057194
Hamachi Jalapeño,,,,,,,RECIPE COST,,,4.295776948216291
Hamachi Jalapeño,,,,,,,PORTION COST,,,0.02237383827195985
Hamachi Jalapeño,,,,,,,ADDITIONAL COST,,,0.5
Hamachi Jalapeño,,,,,,,TOTAL COST,,,4.818150786488252
Hamachi Jalapeño,,,,,,,DESIRED FOOD COST %,,,0.3
Hamachi Jalapeño,,,,,,,DESRIRED MENU PRICE,,,16.060502621627506
Hamachi Jalapeño,,,,,,,CURRENT PRICE,,,20
Hamachi Jalapeño,,,,,,,VARIANCE,,,3.9394973783724936
Hamachi Jalapeño,,,,,,,ACTUAL FOOD COST,,,0.24090753932441258
