__Recipe,RECIPE NAME:,,Blu fin toro
Salmon,MENU CATEGORY:,,Sushi,,1
Salmon,RECIPE,,AS PURCHASED,,,INVOICE,,RECIPE,,INDIVIDUAL
Salmon,QTY,UNIT,QTY,UNIT,INGREDIENT,COST,UNIT,COST,UNIT,INGREDIENT COST
Salmon,0.52,Oz(w),22.8,LB,salmon noruego,0.71875,Oz(w),0.37375,Oz(w),0.37375
Salmon,0.52,Oz(w),200,LB,Sushi rice,0.05,Oz(w),0.026000000000000002,Oz(w),0.026000000000000002
Salmon,0.07,,2.2,LB,wasabi,0.45312499999999994,0,0.03171875,0,0.03171875
Salmon,0.1,,5,LB,ginger,0.1875,0,0.018750000000000003,0,0.018750000000000003
Salmon,,,,,,,TOTAL INGREDIENT COST,,,0.45021875000000006
Salmon,,,,,,,15% Q FACTOR,,,0.04502187500000001
Salmon,,,,,,,RECIPE COST,,,0.49524062500000005
Salmon,,,,,,,PORTION COST,,,0.0025793782552083334
Salmon,PROCEDURE:,,,,,,ADDITIONAL COST,,,0.5
Salmon,,,,,,,TOTAL COST,,,0.9978200032552084
Salmon,,,,,,,DESIRED FOOD COST %,,,0.3
Salmon,,,,,,,DESRIRED MENU PRICE,,,3.3260666775173613
Salmon,,,,,,,CURRENT PRICE,,,5
Salmon,,,,,,,VARIANCE,,,1.6739333224826387
Salmon,,,,,,,ACTUAL FOOD COST,,,0.19956400065104168
