__Recipe,RECIPE NAME:,,Missing purchase quantity of ingredient,,,Missing unitary cost of ingredient,0,-,0,-
Chef Lo Mein shrimp,MENU CATEGORY:,,Combinations,,1
Chef Lo Mein shrimp,RECIPE,,AS PURCHASED,,,INVOICE,,RECIPE,,INDIVIDUAL
Chef Lo Mein shrimp,QTY,UNIT,QTY,UNIT,INGREDIENT,COST,UNIT,COST,UNIT,INGREDIENT COST
Chef Lo Mein shrimp,6.35,Un,30,LB,chinese noodle,0.12083333333333333,Un,0.7672916666666666,Un,0.7672916666666666
Chef Lo Mein shrimp,0.7,Un,1,LB,yellow zucchini,0.121875,Un,0.0853125,Un,0.0853125
Chef Lo Mein shrimp,0.35,,56,Oz(v),sesame oil,0.5485714285714286,0,0.192,0,0.192
Chef Lo Mein shrimp,0.07,,2,LB,chives,0.5,0,0.035,0,0.035
Chef Lo Mein shrimp,0.035,,18,Un,white sesame,0.5583333333333333,0,0.01954166666666667,0,0.01954166666666667
Chef Lo Mein shrimp,4,,33.81,Oz(v),japanese sauce,0.1520260278024253,0,0.6081041112097012,0,0.6081041112097012
Chef Lo Mein shrimp,0.07,,2,LB,hondashi,1.4625,0,0.10237500000000001,0,0.10237500000000001
Chef Lo Mein shrimp,0.035,,1.32,LB,togarashi,0.7291666666666666,0,0.025520833333333333,0,0.025520833333333333
Chef Lo Mein shrimp,1.76,,20,LB,broccoli,0.08865625,0,0.156035,0,0.156035
Chef Lo Mein shrimp,1.76,,1,LB,pearl onion,0.09375,0,0.165,0,0.165
Chef Lo Mein shrimp,1,,1,LB,red pepper,0.203125,0,0.203125,0,0.203125
Chef Lo Mein shrimp,0.35,,5,LB,bean sprout,0.1375,0,0.048125,0,0.048125
Chef Lo Mein shrimp,4,,10,LB,shrimp 2125,0.39425,0,1.577,0,1.577
Chef Lo Mein shrimp,,,,,,,TOTAL INGREDIENT COST,,,3.984430777876368
Chef Lo Mein shrimp,,,,,,,15% Q FACTOR,,,0.3984430777876368
Chef Lo Mein shrimp,,,,,,,RECIPE COST,,,4.382873855664005
Chef Lo Mein shrimp,,,,,,,PORTION COST,,,0.022827467998250025
Chef Lo Mein shrimp,PROCEDURE:,,,,,,ADDITIONAL COST,,,0.5
Chef Lo Mein shrimp,,,,,,,TOTAL COST,,,4.905701323662255
Chef Lo Mein shrimp,,,,,,,DESIRED FOOD COST %,,,0.3
Chef Lo Mein shrimp,,,,,,,DESRIRED MENU PRICE,,,16.35233774554085
Chef Lo Mein shrimp,,,,,,,CURRENT PRICE,,,22,17.0501
Chef Lo Mein shrimp,,,,,,,VARIANCE,,,5.647662254459149
Chef Lo Mein shrimp,,,,,,,ACTUAL FOOD COST,,,0.22298642380282976
Chef Lo Mein shrimp,,,,,,,PVP MENU UBER,,,22
Chef Lo Mein shrimp,,,,,,,COM 25%,,,5.5
Chef Lo Mein shrimp,,,,,,,PVP FINAL,,,16.5
Chef Lo Mein shrimp,,,,,,,MARGEN,,,0.7026847682628936
